RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,,,,Error rate
0.12017,Experiment4Metamer_ResponseGroup1.m,2,1,1,6,19,p,0,,,,
0.066833,Experiment4Metamer_ResponseGroup1.m,2,13,2,4,19,p,0,,,,
0.0019573,Experiment4Metamer_ResponseGroup1.m,1,11,2,19,20,q,0,,,,
0.083171,Experiment4Metamer_ResponseGroup1.m,2,19,1,10,19,p,0,,,,
0.0022154,Experiment4Metamer_ResponseGroup1.m,1,15,1,6,20,q,0,,,,
0.089773,Experiment4Metamer_ResponseGroup1.m,1,9,1,4,20,q,0,,,,
0.14188,Experiment4Metamer_ResponseGroup1.m,1,14,1,3,20,q,0,,,,
0.082669,Experiment4Metamer_ResponseGroup1.m,1,15,2,9,20,q,0,,,,
0.050951,Experiment4Metamer_ResponseGroup1.m,1,13,1,17,20,q,0,,,,
0.022184,Experiment4Metamer_ResponseGroup1.m,1,8,1,15,20,q,0,,,,
0.37783,Experiment4Metamer_ResponseGroup1.m,1,16,2,11,20,q,0,,,,
0.033298,Experiment4Metamer_ResponseGroup1.m,1,1,1,3,20,q,0,,,,
0.0017516,Experiment4Metamer_ResponseGroup1.m,1,2,2,19,20,q,0,,,,
0.0071766,Experiment4Metamer_ResponseGroup1.m,1,20,2,15,20,q,0,,,,
0.14486,Experiment4Metamer_ResponseGroup1.m,1,17,1,17,20,q,0,,,,
0.0018572,Experiment4Metamer_ResponseGroup1.m,1,1,1,17,20,q,0,,,,
0.0077145,Experiment4Metamer_ResponseGroup1.m,1,10,1,8,20,q,0,,,,
0.086736,Experiment4Metamer_ResponseGroup1.m,1,10,1,4,20,q,0,,,,
0.16909,Experiment4Metamer_ResponseGroup1.m,1,8,2,10,20,q,0,,,,
